# Cameras (39)
# PhotoID, X, Y, Z, Omega, Phi, Kappa, r11, r12, r13, r21, r22, r23, r31, r32, r33
DJI_0457	789298.7638497350271791	3164961.2432317542843521	1239.5827935378686107	0.1777509340185227	-0.2620281715031322	138.6991098586923385	-0.7512460236009492	0.6600208218686878	-0.0013880646756968	-0.6600064374795452	-0.7512409003937339	-0.0053490243195913	-0.0045732383843872	-0.0031023016286395	0.9999847304910635
DJI_0458	789288.7213417739840224	3164949.5146967219188809	1239.6488316715904148	0.1641648930392910	-0.2722037058882915	138.4817477940794674	-0.7487361480402824	0.6628660739079955	-0.0016579142319892	-0.6628511222011308	-0.7487325014956570	-0.0052944311080032	-0.0047508330323210	-0.0028651816446837	0.9999846100413958
DJI_0459	789278.6762866848148406	3164937.8323210324160755	1239.8049379271831185	0.2040826988167988	-0.3181916432281306	138.6171825087891136	-0.7502977873888452	0.6610975318987934	-0.0018120586985548	-0.6610766894128044	-0.7502915210259997	-0.0063438309796874	-0.0055534632805812	-0.0035618525821657	0.9999782358890490
DJI_0460	789268.4889427975285798	3164926.0355458986014128	1239.9191200802115418	0.1702683231931236	-0.2785833752480803	138.5488226737404318	-0.7495112185556961	0.6619895171149962	-0.0016770477065827	-0.6619737853453342	-0.7495072035738238	-0.0054460358533720	-0.0048621779815850	-0.0029717033502274	0.9999837639704326
DJI_0461	789258.4293950358405709	3164914.3485433016903698	1239.9865188366893562	0.2500203082936566	-0.3104616033711437	138.4797489049639694	-0.7487104805212988	0.6628961160457828	-0.0011643405783166	-0.6628749924882263	-0.7486986699129097	-0.0068590089936095	-0.0054185506640980	-0.0043635996673999	0.9999757988604742
DJI_0462	789248.3581841252744198	3164902.6242758450098336	1240.1921261876786957	0.2736535075523449	-0.2926613774524752	138.7922026034615044	-0.7523154463988213	0.6588026899796112	-0.0006962653017470	-0.6587832561980760	-0.7523006079954825	-0.0069582011100302	-0.0051078824185374	-0.0047760742515626	0.9999755490270460
DJI_0463	789238.1540337621700019	3164890.8081865552812815	1240.2375893988896678	0.2828915963567396	-0.2578598792985663	139.2679463517760894	-0.7577617324186465	0.6525313182768150	-0.0001885465834098	-0.6525158254657605	-0.7577456707510136	-0.0066780217755091	-0.0045004887099679	-0.0049373197202271	0.9999776839886738
DJI_0464	789227.8712744319345802	3164879.1918663028627634	1239.8986106020245188	0.3055241717812500	-0.2356207484068148	139.9498618287066165	-0.7654751890612478	0.6434653484725751	0.0002832785103890	-0.6434522698226557	-0.7654566686275811	-0.0067279204542094	-0.0041123462547075	-0.0053323323821769	0.9999773271627951
DJI_0465	789217.6373366024345160	3164867.4120953828096390	1239.7029777771040244	0.3272482158535807	-0.2435995335374454	140.3949696240092919	-0.7704503126646058	0.6374999468060154	0.0003654276104935	-0.6374858740419520	-0.7704292289771777	-0.0071108040755482	-0.0042516011077103	-0.0057114761629772	0.9999746511427482
DJI_0466	789207.5177831656765193	3164855.7082524965517223	1239.7645612584890387	0.3420438238461371	-0.2574360238965912	141.2151808593078215	-0.7794960916987678	0.6264070456189231	0.0002371187870447	-0.6263909762748834	-0.7794732682640605	-0.0074678580023449	-0.0044930911124461	-0.0059696951946993	0.9999720870462024
DJI_0513	789229.5046177010517567	3164835.9896950069814920	1239.3174552316847894	-0.1786980869673176	0.2458292674349583	-36.6391073365937316	0.8024029482291997	-0.5967805355224360	-0.0015814849486063	0.5967672076592204	0.8023984454634624	-0.0050630603824519	0.0042905169507076	0.0031188362212070	0.9999859320635072
DJI_0514	789239.7242706952383742	3164847.6570741273462772	1239.1713409069602676	-0.2112580990418277	0.2888797045278332	-36.7827349620120287	0.8009016595481898	-0.5987931043433926	-0.0018302796940329	0.5987746747923804	0.8008952637688083	-0.0059720431989851	0.0050418806247163	0.0036870941803870	0.9999804921978585
DJI_0515	789249.9918214827775955	3164859.2644266895949841	1239.3299216101286220	-0.1766004609223092	0.2712346619710256	-36.2612181424899731	0.8063197792465399	-0.5914764893566755	-0.0019940246020667	0.5914609062272869	0.8063163538324414	-0.0052852575296223	0.0047339202155575	0.0030822200863682	0.9999840448320825
DJI_0516	789260.2334166835062206	3164870.9483002633787692	1239.3562894255258016	-0.2050414959251843	0.2686661364014555	-35.3164420165855972	0.8159627595503881	-0.5781017961561610	-0.0017573582265561	0.5780854499535171	0.8159568045473564	-0.0056307783571638	0.0046890914850194	0.0035786022255998	0.9999826028622480
